Date,AM12,AM1,AM2,AM3,AM4,AM5,AM6,AM7,AM8,AM9,AM10,AM11,PM12,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11
9/14/98,27804,25622,24452,23728,23481,23685,25352,29096,31658,33490,35206,36873,38269,39407,40332,41192,41463,41920,41712,40546,40510,40338,38080,34590
9/15/98,31276,28295,26578,25546,24980,25273,26817,30367,32829,34278,36105,37768,38956,39987,41110,42062,42596,42950,42831,41677,42057,41988,39624,36150
9/16/98,32809,29976,28397,27318,26642,26785,28381,32065,34638,36378,38601,40371,41915,42889,43734,44232,44473,44445,43916,42506,42477,42375,39981,36040
9/17/98,32404,29768,28278,27185,26405,26387,27362,30910,32588,33477,33883,35326,35779,36246,36751,37000,37184,36975,36377,35597,36338,36276,34435,31099
9/18/98,28322,25867,24442,23490,23145,23281,24988,28431,30783,32231,33144,34171,34874,35306,35922,36176,36236,36122,35262,33831,33915,33401,31681,29347
9/19/98,26945,24474,22834,21974,21446,21307,21722,22789,24018,26227,28183,29507,29981,30248,30308,30384,30467,30679,30650,30086,30801,30844,29578,27689
9/20/98,25621,23461,22158,21318,20784,20506,20651,21301,22072,24101,26031,27390,28898,30112,30686,31124,31482,32365,32463,32105,32626,33332,32007,29801
9/21/98,27406,25089,23894,23186,22982,23147,24998,28240,30371,32669,34392,35951,37458,38279,39715,40656,41316,41381,41097,40123,40535,40750,38744,35877
9/22/98,31822,28698,27353,26237,25672,25663,27135,30924,33361,34505,35268,36415,37129,37155,37163,37194,36330,35617,34873,33974,34161,33650,31577,28408
9/23/98,25590,23129,21770,21124,20738,20895,22478,26050,28022,28499,29171,29810,29921,29871,30081,30019,29965,29964,29648,29091,30103,30037,28678,25691
9/24/98,23128,21296,20117,19766,19589,19948,21587,25257,27459,28059,28857,28966,29097,29136,29794,29987,29823,29757,29520,29057,30238,30080,28526,25762
9/25/98,23287,21248,20511,19901,19695,20042,21788,25471,28042,28805,29984,30564,30731,30763,30637,30339,30059,29975,29516,29150,29961,29551,28271,26108
9/26/98,23983,21782,20789,20000,19569,19426,19930,21025,22107,24521,26408,27636,28235,28729,29329,29442,29956,30277,30367,30179,31362,31212,30056,28129
9/27/98,26208,24062,22562,21762,21083,20745,20900,21498,22072,24372,26884,29370,31537,33149,34202,34780,35147,35514,35708,35498,36092,35629,33886,31334
9/28/98,28650,26422,25086,24210,23914,24126,25353,29129,31450,32763,33984,35525,36128,35848,35991,36061,35825,35759,34948,33485,33940,33046,30857,27838
9/29/98,24907,22471,21304,20745,20336,20552,22145,25921,27780,28725,29733,30358,30776,31126,31359,31622,31652,31777,31375,30716,31648,31100,29133,26528
9/30/98,24011,22127,21028,20339,20295,20548,22326,25786,28127,29417,30423,31300,31791,32187,32755,33197,33280,33470,33194,32993,33931,33330,31632,29111
10/1/98,26485,24431,23064,22351,22037,22301,23934,27652,30189,31541,32772,33650,33900,33409,32975,32604,31984,31097,30528,29537,30728,30025,28263,25628
10/2/98,23126,21327,20070,19705,19417,19857,21457,25388,27522,28241,28702,29270,29456,29364,29373,28966,28693,28407,27911,27663,28722,27994,27057,24973
10/3/98,22683,20611,19606,19176,18753,18788,19414,20641,21862,23477,25018,25636,25511,25118,24569,23973,23906,24194,24519,25402,26449,25929,24903,23498
10/4/98,21679,20258,19021,18496,18122,18106,18463,19187,20187,21773,23458,24413,24874,25142,25040,24590,24574,24806,25413,26345,27246,26790,25424,23668
10/5/98,21930,20285,19602,19161,19128,19667,21751,25347,28225,28728,28962,29558,29642,29307,29345,29525,29228,29313,29327,29601,30721,30098,28326,26024
10/6/98,23181,21291,20282,19926,19896,20130,22082,25557,28056,28789,29058,29408,29614,29414,29327,29351,29050,29000,29019,29422,30505,29808,28378,25822
10/7/98,23043,21329,20364,19994,19724,20057,21915,26027,28365,28882,29148,29502,29733,29627,29748,29143,29139,29302,29450,30035,30933,30085,28619,26040
10/8/98,23526,21457,20526,20220,20121,20501,22254,26252,29243,29925,30782,31482,31623,30866,31434,31334,31054,31101,31259,31557,31858,30963,29371,26643
10/9/98,24049,21859,20886,20529,20265,20443,22224,26187,28793,29639,30321,30684,30549,30483,30305,29935,29529,29356,29305,29628,29554,28816,27497,25629
10/10/98,23396,21302,20116,19512,19137,19141,19642,20799,22241,24110,25492,26192,26247,25832,25285,24835,24545,24581,24798,25584,26599,26153,25151,23530
10/11/98,21811,20268,19130,18502,18184,18086,18352,19148,19994,21250,22731,23587,23842,23935,23694,23456,23457,23688,24090,25004,26691,26414,25327,23743
10/12/98,21597,20167,19376,18958,18843,19220,20808,24038,26592,27549,28543,29458,29412,29212,29273,29111,28746,28902,29167,29903,30689,30012,28366,25686
10/13/98,23315,21180,20364,19815,19653,20033,21726,25622,28231,29360,29489,29882,30048,30028,30083,29694,29537,29467,29592,30470,31027,30071,28631,25809
10/14/98,23299,21476,20491,19971,19686,20070,21851,25614,28543,28709,28874,29362,29707,29603,29548,29323,29019,29062,29006,29690,30603,29696,28373,25661
10/15/98,23126,21330,20499,19973,19730,20048,21843,25943,28466,28769,28955,29341,29590,29402,29258,29073,28811,28693,28654,29606,30779,29900,28650,26118
10/16/98,23632,21730,20725,20361,20311,20679,22476,26525,28787,29151,29255,29485,29341,29178,29036,28847,28525,28052,27865,28276,29221,28353,27122,25306
10/17/98,23693,21211,20390,20083,20076,19605,20042,21482,23002,24268,25697,25887,25754,25319,24876,24268,23894,24023,24170,25536,26481,25822,24914,23448
10/18/98,21797,20220,19102,18382,18155,18064,18481,19121,20230,21448,22922,23719,24171,24220,24070,23748,23902,24110,24613,26214,27394,26679,25567,23764
10/19/98,21994,20465,19462,19122,19117,19622,21207,25093,28454,28783,29387,30170,30398,30233,30319,30015,29718,29584,29326,30361,31086,30082,28254,25709
10/20/98,23207,21165,20075,19711,19537,19908,21652,25632,28442,28707,28836,29322,29266,29385,29240,29071,29039,28695,28800,29919,30489,29618,28331,25756
10/21/98,23108,21173,20329,20067,19900,20227,22105,26078,29219,29346,29453,29597,29683,29263,29281,28828,28508,28659,29122,30426,31082,30166,28801,26585
10/22/98,23887,22189,21146,20917,20553,21011,22955,27074,29870,29823,29915,30276,29942,29567,29731,29297,29055,29120,29581,31290,31769,31010,29827,27195
10/23/98,24740,22886,21986,21757,21589,22073,23832,27810,30326,30451,30172,30254,30054,29464,29150,28899,28405,28037,27915,29135,29547,28469,27543,25671
10/24/98,23684,21642,20583,20133,19926,19944,20639,21986,23434,24958,25910,26110,25891,25154,24724,24148,23786,23901,24245,25589,26339,25822,24858,23426
10/25/98,21836,20368,,18448,18383,18577,19155,19971,21352,22798,23526,23578,23657,23603,23370,23106,23024,23761,26358,27057,26478,25752,24427,22619
10/26/98,20809,19710,19160,18891,18976,19677,21730,25368,26495,26233,28320,29491,29735,29429,29406,29078,28800,29365,31182,31877,30643,29778,27893,25292
10/27/98,22825,20935,20240,19903,19764,20180,22004,25908,28057,28696,29222,29449,29325,29243,29224,29200,28811,29274,31090,31726,30826,29815,28191,25510
10/28/98,22910,21285,20432,20129,20073,20838,22661,26118,28407,29148,29620,29620,29832,29463,29466,29328,29006,29398,31310,31661,30994,29977,28202,25454
10/29/98,22987,21265,20269,19929,19811,20369,22418,25930,28107,28985,29257,29521,29439,29098,29066,28757,28497,28871,31093,31642,30962,29927,28685,26231
10/30/98,23942,22322,21521,21160,21211,21858,23967,27399,29521,29734,29680,29619,29421,29098,28676,28249,28028,28176,30137,30485,29523,28592,27291,25588
10/31/98,23573,21854,21041,20492,20469,20567,21370,22497,23733,25462,26175,26466,25945,25399,24770,24273,23958,24591,26776,27063,26206,25952,24989,23582
11/1/98,22067,20900,20017,19595,19470,19531,20063,20788,21729,23069,23856,24161,23978,23860,23565,23288,23439,24486,27243,27879,27278,26647,25455,23844
11/2/98,22056,20840,20035,19818,19899,20514,22585,26519,28716,28753,29261,29628,29659,29127,28971,28902,28562,29286,31762,32457,31971,30736,28826,26700
11/3/98,24243,22785,21892,21617,21588,22050,24063,27755,29794,30170,30749,30588,30313,29972,29693,29279,29211,30000,32339,32864,32306,31591,29982,27507
11/4/98,25000,23481,22554,22155,22136,22618,24675,28474,30559,30971,30901,30707,30335,29925,29735,29421,29286,30112,32793,33449,33029,32300,30807,28401
11/5/98,26066,24512,23656,23448,23564,24189,26261,29997,31879,31802,31557,31063,30781,30745,30430,29809,29552,30448,33232,33567,33162,32425,31024,28546
11/6/98,25952,24369,23762,23393,23266,23798,25615,29224,31569,31867,31732,31545,31205,30533,30514,29918,29791,30397,32725,32704,31860,30910,29530,27649
11/7/98,25719,23824,22785,22365,22231,22313,23142,24352,25623,27087,27810,27865,27329,26716,26139,25531,25525,26643,28889,28915,28321,27807,26728,25390
11/8/98,23725,22315,21218,20597,20364,20384,20823,21546,22598,24087,25311,25765,25815,25739,25424,25267,25510,26820,28989,29231,28831,28146,27080,25112
11/9/98,23393,21820,21392,21178,21197,21980,23888,27898,30089,30530,30682,30767,30511,29923,29679,29566,29277,30182,32867,33153,32443,31685,30180,27550
11/10/98,25339,23721,22940,22438,22403,23044,25046,28635,30722,31166,31542,31615,31588,31409,31386,31045,31005,32140,33718,33233,32254,31138,29425,26839
11/11/98,24345,22464,21387,20797,20677,21020,21890,24738,28062,28966,29393,29449,29411,29216,28985,28702,28333,29230,31794,31733,30909,30192,28808,26579
11/12/98,24457,22817,21940,21658,21689,22222,24360,28267,30109,30312,30386,30430,30118,29719,29519,29108,28832,29597,32524,32771,32063,31331,30145,27925
11/13/98,25548,23700,22824,22463,22288,22806,24740,28381,30298,30891,31239,31130,30784,30322,30225,29834,29307,29969,32301,31806,30896,29991,28920,27051
11/14/98,24724,22915,22016,21560,21368,21561,22341,23618,24916,26514,27291,27175,26439,25804,25052,24505,24219,25208,27917,28203,27342,26616,25604,24348
11/15/98,22632,21132,20107,19542,19285,19293,19736,20373,21107,22510,23263,24032,24104,24059,23706,23335,23367,24680,27587,28280,27740,27167,26162,24659
11/16/98,22883,21736,21093,21012,21173,21880,24153,28209,30616,30784,30606,30487,30194,29547,29531,29136,29105,30212,32954,32905,32131,31122,29647,27123
11/17/98,24439,22694,21812,21318,21140,21605,22871,26624,29664,29965,30124,30009,29878,29568,29520,29464,29644,30798,32894,32669,31871,30904,29341,26926
11/18/98,24127,22475,21849,21496,21625,22199,24336,28464,30387,30585,30485,30164,29950,29503,29271,28926,28722,29888,32840,33157,32368,31872,30398,28027
11/19/98,25397,24081,23296,22859,22870,23736,25903,29675,31681,31924,31583,31205,30759,30045,29935,29635,29531,30352,33309,32842,31933,31106,29412,26966
11/20/98,24349,22516,21538,21143,20904,21403,23307,27130,29374,29846,30081,30159,29974,29696,29714,29596,29613,30723,32041,31313,30251,29529,28187,26481
11/21/98,24232,22439,21545,21104,20990,21258,22026,23491,25008,26859,27835,27894,27833,27228,26901,26625,26717,27967,30160,29924,29424,28667,27681,26417
11/22/98,24342,22755,21796,21303,21220,21385,22032,23144,24000,25282,25732,25927,25647,25465,24801,24209,24340,25819,29278,29775,29467,29021,27956,26295
11/23/98,24400,23003,22339,22241,22426,23052,25232,29327,31664,31685,31304,30993,30543,30037,30052,29482,29277,30221,32817,32444,31996,31137,29568,27215
11/24/98,24321,22491,21429,20952,20846,21257,23383,27317,29514,29490,29590,29604,29572,29070,28928,28668,28608,29491,32245,32201,31661,30933,29512,27118
11/25/98,24689,22736,21958,21766,21864,22547,24567,28428,30781,31080,30889,30553,30168,29661,29365,28863,28660,29835,32198,32094,31270,30273,28970,26735
11/26/98,24167,22196,20679,20040,19725,19743,20100,20961,22117,23850,25665,26583,26626,25701,24454,23467,22588,22567,24108,24137,23951,24113,23673,22766
11/27/98,21138,20084,19309,18678,18778,19112,19818,19882,20800,25000,26132,26507,26436,26011,25322,24891,24720,25775,28768,28807,28275,27699,26676,25421
11/28/98,23659,22330,21224,20675,20605,20820,21486,22726,23806,25165,25827,25873,25331,24671,23919,23278,23158,24097,26997,27244,26724,25987,25202,24112
11/29/98,22213,20747,19568,19098,18964,19206,19649,20803,21378,22604,23259,23474,23439,23232,22931,22484,22496,23978,27145,27285,26758,25981,25276,23504
11/30/98,21319,19932,19156,18910,18928,19828,21619,24929,27390,28063,28402,28988,28663,28488,28323,28052,28149,29235,31790,31748,31270,30370,28822,26235
12/1/98,23515,21700,20630,20328,20174,20538,22326,26298,28719,28728,28953,29127,29146,28785,28653,28559,28163,29151,32282,32223,31493,30921,29478,27219
12/2/98,24467,22541,21827,21611,21668,22262,24324,28515,30624,30646,30318,29749,29809,29344,29073,28791,28724,29875,32769,32680,31912,31124,29826,27201
12/3/98,24409,22528,21520,21161,21077,21585,23639,27333,30004,30396,29947,29703,29675,29334,29118,28923,28723,29952,32704,32231,31542,30680,29099,26623
12/4/98,23716,21587,20698,20199,20106,20439,22245,25562,28469,28939,29307,29518,29615,29395,29332,28999,28630,29515,31708,31308,30201,29153,28046,25955
12/5/98,23217,21465,20284,19554,19182,19217,19906,21365,22634,24320,25252,25990,26265,26201,25564,24831,24609,25725,28418,28372,27451,26931,25871,24582
12/6/98,22492,20390,19401,18649,18330,18273,18656,19533,20467,21968,23237,23735,23892,23889,23733,23501,23575,25025,28243,28716,28234,27780,26459,24489
12/7/98,22156,20384,19421,19171,19075,19638,21473,25589,27990,28621,29309,29758,29917,29739,29788,29681,29659,31041,33332,32937,31928,31126,29627,26800
12/8/98,23837,21774,20658,20058,19950,20262,22148,26117,28760,29436,29828,30150,30336,30286,30355,30026,30061,31860,33743,33343,32474,31735,30419,27840
12/9/98,25005,22656,21665,21247,21179,21649,23340,27124,30845,31020,30798,30560,30106,29752,29613,29231,29202,30494,33925,34128,33867,33279,32011,29755
12/10/98,26768,24763,23958,23490,23621,24274,26406,30516,32923,32991,32412,31862,31117,30413,30136,29824,29899,31585,34512,34381,33779,33218,31958,29253
12/11/98,26401,24137,22995,22626,22514,23032,25023,29213,31646,31552,31198,31135,30859,30295,29913,29599,29380,30722,33842,33900,33181,32480,31502,29684
12/12/98,27217,25241,24268,23732,23524,23724,24644,26094,27500,29199,29918,29730,28939,28178,27565,27070,27058,28521,31515,31263,30477,29895,29010,27561
12/13/98,25480,23505,22345,21619,21251,21338,21707,22637,23849,25610,26954,27407,27604,27498,27125,26785,26914,28686,31228,31491,31104,30768,29735,27467
12/14/98,25109,23152,22471,22259,22375,23090,25411,29630,32388,32557,32338,32114,31603,31024,30790,30346,30277,31864,35510,36144,35821,35413,34075,31444
12/15/98,28437,26360,25376,25182,25239,25918,27978,31938,33967,33861,33406,32608,31793,31059,30563,29975,29947,31453,35189,35217,34978,34389,33258,30518
12/16/98,27574,25391,24366,23960,23837,24353,26382,30552,33273,33241,32906,32624,32047,31352,30915,30340,30237,31725,34904,35217,34635,33985,32876,30466
12/17/98,27193,24855,23828,23321,23158,23585,25529,29576,32236,32480,32723,32613,32286,31867,31683,31493,31557,32861,35836,36077,35523,34853,33598,31232
12/18/98,28367,26072,25003,24561,24550,25144,27122,31114,34038,33676,33120,32848,32257,31428,30988,30522,30276,31710,35053,35218,34583,33772,32938,31066
12/19/98,28439,26020,24654,24111,23754,23770,24246,25779,27160,28867,29719,29709,29239,28477,27709,27238,27361,28783,31299,31266,30579,29882,29000,27588
12/20/98,25460,23286,21865,21037,20658,20685,21108,22037,23293,24746,25904,26440,26426,26218,25877,25442,25706,27260,30457,30710,30497,30339,29398,27388
12/21/98,24863,22715,21733,21284,21272,21965,23813,27539,30633,31272,31360,31328,30990,30384,30199,29897,29755,31502,34243,34301,33467,32752,31347,28911
12/22/98,25687,22976,21790,21114,20829,21125,22734,26486,29640,30428,30841,31002,31154,30975,31144,31287,31483,32907,36488,37133,36957,36531,35534,33461
12/23/98,30730,28344,27233,26826,26837,27450,29782,33301,35881,36381,36272,35948,35493,34726,34632,34541,34555,36051,38189,38302,37286,36761,35645,33355
12/24/98,30591,27959,26474,25892,25675,25921,27082,29360,30983,32524,33647,33880,33403,32217,31099,30375,30114,31341,34204,33726,32091,31533,31074,30061
12/25/98,28642,26854,25480,24639,24303,24495,25187,26427,27715,28482,28585,28287,27753,26870,25975,25341,25078,26131,29061,29608,29887,30209,30197,29472
12/26/98,27827,26410,25572,25309,25333,25672,26348,27499,28570,29875,31188,31869,31372,30717,29920,28959,28587,29524,32723,33317,33196,32631,32033,30610
12/27/98,28312,26485,25445,24969,24913,25133,25739,26697,28055,28786,29321,28838,28138,27898,27402,27085,27297,28878,31914,32324,31832,31451,30632,28873
12/28/98,26713,24956,23915,23379,23376,23819,25369,27828,30245,31463,32527,32898,32591,32150,31907,31588,31692,33127,35224,34985,34200,33441,32023,29750
12/29/98,27063,24873,23807,23270,23182,23591,25004,27692,30187,31570,32641,33356,33516,33184,32967,32664,32507,33292,35472,35260,34383,33535,32112,29762
12/30/98,27167,25013,23917,23327,23286,23723,25444,28235,30483,32825,34090,34870,34921,34480,34041,33711,33567,35062,38368,38925,38324,37760,36344,34074
12/31/98,31552,29309,28236,27692,27596,27888,29382,31373,33272,34133,35232,35401,35331,34582,33767,33026,32620,33741,36510,36783,35482,34305,33277,32068
1/1/99,30824,29575,28437,27347,26718,26614,26979,27595,27740,28199,29164,30090,30645,30492,29948,29579,29805,31128,34009,34334,34046,33862,33329,32104
1/2/99,30488,28736,27874,27558,27459,27772,28591,29828,30879,32409,33945,34694,34649,34369,33930,33644,33673,35276,37210,37394,36616,35715,34520,32786
1/3/99,30794,28461,27124,26177,25417,24915,24627,24847,25281,26192,27509,28590,29055,28802,28010,27366,27152,28347,31512,32290,32029,31798,30801,29132
1/4/99,27244,25879,25475,25348,25560,26525,28858,32920,35587,35889,36041,35947,35602,35225,34976,34624,34578,35859,39115,39865,39375,38788,37484,35652
1/5/99,32442,30561,29534,29399,29538,30189,32405,36313,38713,38619,37917,37575,36903,36164,35446,35029,34966,36404,39674,40381,40039,39509,38081,35694
1/6/99,33289,31279,30826,30538,30648,31384,33719,37741,39963,39702,39039,38842,38425,37593,37217,36839,36470,37255,39837,40040,39124,38250,36467,33463
1/7/99,30627,28667,27450,26951,26863,27262,29041,33043,35450,35960,35433,35160,34889,34114,34022,33650,33597,34784,38099,38901,38308,37951,36577,33960
1/8/99,31335,29467,28582,28186,28167,28696,30730,34479,36986,37596,37988,38266,38555,38244,38022,36936,36432,36898,39059,38837,37500,36157,34465,32266
1/9/99,29712,27595,26206,25671,25475,25476,25882,27221,28169,29506,31287,32256,32334,32046,31171,30914,30935,32061,34111,34292,33610,33129,32185,30840
1/10/99,29304,27395,26866,26384,26225,26764,27201,28253,29396,30753,31264,31368,31181,30803,30021,29595,29511,31253,34235,35455,35202,34666,33443,31740
1/11/99,29526,28243,27704,27657,27850,28805,30957,35013,37617,37550,37263,37145,36878,36282,35816,35289,35257,36269,39437,40075,39511,38617,36854,34227
1/12/99,31442,29499,28512,27939,27522,27802,29502,33219,35386,35480,34999,34407,34059,33008,32472,31921,31449,32539,35113,35527,34707,34038,32336,30092
1/13/99,28141,25558,24352,23845,23677,24102,26081,30038,32797,32708,32742,32812,32521,31955,31673,31455,31541,32807,35059,35253,35126,34453,33125,31029
1/14/99,28676,27019,26459,26302,26369,26885,28874,33048,35835,36673,37868,39071,39232,39263,39005,38811,38322,38811,40706,40436,39528,38002,36224,33708
1/15/99,30954,29058,28170,27566,27487,27608,28917,31386,33454,33891,34611,34915,34835,34439,34235,33752,33233,33980,36347,36755,35902,35184,33944,32151
1/16/99,30235,28364,27405,27100,27065,27135,27782,28892,30001,31578,32434,32360,31288,30064,28856,27930,27445,28211,30714,31834,31274,30561,29573,28302
1/17/99,26386,25038,23969,23344,23160,23216,23710,24698,25740,26947,27268,26941,26769,26128,25442,24876,24513,25524,28493,29853,29061,28790,28038,26682
1/18/99,24900,23672,22706,22517,22497,22835,24085,26477,29226,30894,31865,32649,32691,32297,32215,31887,31466,32182,32777,32558,33552,32915,31592,29454
1/19/99,27077,25065,24472,24097,24043,24613,26636,30510,33225,33043,32471,32469,31981,31194,30928,30427,29992,30796,33754,34602,34325,33431,32140,29781
